Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Nap Shore,Clamperl,366,1,1,1,42,45,Pearl,0,Uncommon
Nap Shore,Clefairy,35,1,1,0,42,45,Moon Stone,0,Common
Nap Shore,Drowzee,96,0,0,1,42,45,,0,Common
Nap Shore,Jigglypuff,39,1,1,0,42,44,Oran Berry,0,Common
Nap Shore,Meowth,52,0,0,1,42,45,Quick Claw,0,Common
Nap Shore,Persian,53,0,0,1,42,45,Quick Claw,0,Common
Nap Shore,Skitty,300,1,1,1,39,39,Chilan Berry,0,Uncommon
Nap Shore,Swablu,333,1,1,1,41,41,,0,Rare
Nap Shore,Wingull,278,1,1,0,42,45,,0,Common
National Park,Budew,406,1,1,1,16,19,Poison Barb,0,Uncommon
National Park,Cherubi,420,1,1,1,16,19,Miracle Seed,0,Common
National Park,Durant,632,1,0,1,16,19,Micle Berry,1,Rare
National Park,Heracross,214,0,1,0,20,24,,0,Rare
National Park,Ledyba,165,1,1,0,16,19,Aguav Berry,0,Common
National Park,Minun,312,1,1,1,16,19,,0,Uncommon
National Park,Pineco,204,1,1,1,5,5,Custap Berry,0,Rare
National Park,Plusle,311,1,1,1,16,19,,0,Uncommon
National Park,Sewaddle,540,1,1,0,16,19,,1,Rare
National Park,Spinarak,167,0,0,1,16,19,Tamato Berry,0,Common
National Park,Sunkern,191,1,1,1,16,19,Coba Berry,0,Common
Necropolis,Arbok,24,1,1,1,20,24,Poison Barb,0,Common
Necropolis,Ekans,23,1,1,1,20,24,,0,Common
Necropolis,Farfetchd,83,1,1,1,20,24,Stick,0,Uncommon
Necropolis,Gastly,92,1,1,1,11,11,Spell Tag,0,Common
Necropolis,Gothita,574,1,1,1,20,24,Persim Berry,0,Rare
Necropolis,Joltik,595,1,1,1,20,24,,0,Rare
Necropolis,Ralts,280,1,1,1,25,29,Dawn Stone,0,Rare
Necropolis,Slakoth,287,1,1,1,20,24,,0,Uncommon
New Mauville,Blitzle,522,0,1,0,22,26,Cheri Berry,0,Rare
New Mauville,Electrode,101,1,1,1,22,26,,0,Uncommon
New Mauville,Emolga,587,1,1,1,22,26,,0,Rare
New Mauville,Magnemite,81,1,1,1,22,26,Metal Coat,0,Common
New Mauville,Magneton,82,1,1,1,22,26,,0,Common
New Mauville,Voltorb,100,1,1,1,22,26,,0,Common
Nido Isle,Drifloon,425,1,1,1,30,35,,0,Rare
Nido Isle,Lillipup,506,1,1,1,30,35,,0,Uncommon
Nido Isle,Magnemite,81,1,1,1,30,35,Metal Coat,0,Common
Nido Isle,Nidoran F,29,1,0,0,30,35,,0,Common
Nido Isle,Nidoran M,32,0,0,1,30,35,,0,Common
Nido Isle,Pikachu,25,1,1,1,30,35,Light Ball,0,Uncommon
Nido Isle,Shinx,403,1,1,1,30,35,,0,Rare
Nido Isle,Spearow,21,0,1,0,30,35,,0,Common
Nido Isle,Starly,396,1,1,1,23,28,Yache Berry,0,Common
Nido Isle,Vulpix,37,1,1,1,30,35,Rawst Berry,0,Uncommon
North Pole Harbour,Abra,63,1,1,1,18,24,TwistedSpoon,0,Uncommon
North Pole Harbour,Buneary,427,1,1,1,18,22,Chople Berry,0,Uncommon
North Pole Harbour,Delibird,225,1,1,1,25,31,,0,Common
North Pole Harbour,Growlithe,58,1,1,1,18,22,Rawst Berry,0,Common
North Pole Harbour,Hoothoot,163,1,1,1,18,24,Chesto Berry,0,Common
North Pole Harbour,Marill,183,1,1,1,25,31,,0,Uncommon
North Pole Harbour,Swablu,333,1,1,1,15,20,,0,Rare
North Pole Harbour,Vanillite,582,1,1,1,15,20,Never-Melt Ice,0,Rare
Oakwood Cavern 1F,Numel,322,1,1,1,25,30,Rawst Berry,0,Uncommon
Oakwood Cavern 1F,Phantump,708,1,1,1,25,27,Spell Tag,0,Rare
Oakwood Cavern 1F,Sandshrew,27,1,1,1,25,31,Quick Claw,0,Common
Oakwood Cavern 1F,Snorunt,361,1,1,1,25,31,Babiri Berry,0,Uncommon
Oakwood Cavern 1F,Spiritomb,442,1,1,1,25,31,,0,Rare
Oakwood Cavern 1F,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common
Oakwood Cavern 1F,Whismur,293,1,1,1,25,31,Chesto Berry,0,Common
Oakwood Cavern 1F,Zubat,41,1,1,1,25,31,,0,Common
Oakwood Cavern 2F,Carnivine,455,1,1,1,29,31,,0,Uncommon
Oakwood Cavern 2F,Delibird,225,1,1,1,25,31,,0,Common
Oakwood Cavern 2F,Dunsparce,206,1,1,1,25,25,Mago Berry,0,Common
Oakwood Cavern 2F,Duskull,355,1,1,1,25,27,Kasib Berry,0,Uncommon
Oakwood Cavern 2F,Ferroseed,597,1,1,1,25,31,Jaboca Berry,0,Rare
Oakwood Cavern 2F,Sableye,302,1,1,1,25,31,Enigma Berry,0,Rare
Oakwood Cavern 2F,Sentret,161,1,1,1,25,31,Oran Berry,0,Common
Oakwood Cavern 2F,Snorunt,361,1,1,1,25,31,Babiri Berry,0,Uncommon
Oakwood Cavern 2F,Whismur,293,1,1,1,25,31,Chesto Berry,0,Common
Old Chateau 1F,Drowzee,96,1,1,0,11,14,,0,Common
Old Chateau 1F,Espurr,677,1,1,1,20,22,,1,Rare
Old Chateau 1F,Gastly,92,1,1,1,11,14,,0,Uncommon
Old Chateau 1F,Golbat,42,1,1,1,11,14,,0,Common
Old Chateau 1F,Haunter,93,1,1,1,11,14,,0,Uncommon
Old Chateau 1F,Patrat,504,1,1,1,11,14,,0,Common
Old Chateau 1F,Unown,201,1,1,1,11,14,,0,Common
Old Chateau 1F,Zubat,41,1,1,1,11,14,,0,Common
Old Chateau 1F 1F,Gastly,92,1,1,0,11,14,,0,Common
Old Chateau 1F 1F,Gengar,94,1,1,0,11,14,,0,Rare
Old Chateau 1F 1F,Golbat,42,1,1,0,11,14,,0,Common
Old Chateau 1F 1F,Haunter,93,1,1,0,11,14,,0,Uncommon
Old Chateau 1F 1F,Misdreavus,200,1,1,0,11,14,,0,Uncommon
Old Chateau 1F 1F,Patrat,504,1,1,0,11,14,,1,Common
Old Chateau 1F 1F,Rattata,19,1,1,0,11,14,,1,Common
Old Chateau 1F 1F,Zubat,41,1,1,0,11,14,,0,Common
Old Chateau 1F 2R,Gastly,92,1,1,0,11,14,,0,Common
Old Chateau 1F 2R,Gengar,94,1,1,0,11,14,,0,Rare
Old Chateau 1F 2R,Golbat,42,1,1,0,11,14,,0,Common
Old Chateau 1F 2R,Haunter,93,1,1,0,11,14,,0,Uncommon
Old Chateau 1F 2R,Misdreavus,200,1,1,0,11,14,,0,Uncommon
Old Chateau 1F 2R,Patrat,504,1,1,0,11,14,,1,Common
Old Chateau 1F 2R,Rattata,19,1,1,0,11,14,,1,Common
Old Chateau 1F 2R,Zubat,41,1,1,0,11,14,,0,Common
Old Chateau 2F,Gastly,92,1,1,0,11,14,,0,Common
Old Chateau 2F,Gengar,94,1,1,0,11,14,,0,Rare
Old Chateau 2F,Golbat,42,1,1,0,11,14,,0,Common
Old Chateau 2F,Haunter,93,1,1,0,11,14,,0,Uncommon
Old Chateau 2F,Misdreavus,200,1,1,0,11,14,,0,Uncommon
Old Chateau 2F,Patrat,504,1,1,0,11,14,,1,Common
Old Chateau 2F,Rattata,19,1,1,0,11,14,,1,Common
Old Chateau 2F,Zubat,41,1,1,0,11,14,,0,Common
Old Chateau 2F 1R,Gastly,92,1,1,0,11,14,,0,Common
Old Chateau 2F 1R,Gengar,94,1,1,0,11,14,,0,Rare
Old Chateau 2F 1R,Golbat,42,1,1,0,11,14,,0,Common
Old Chateau 2F 1R,Haunter,93,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 1R,Misdreavus,200,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 1R,Patrat,504,1,1,0,11,14,,1,Common
Old Chateau 2F 1R,Rattata,19,1,1,0,11,14,,1,Common
Old Chateau 2F 1R,Zubat,41,1,1,0,11,14,,0,Common
Old Chateau 2F 2R,Gastly,92,1,1,0,11,14,,0,Common
Old Chateau 2F 2R,Gengar,94,1,1,0,11,14,,0,Rare
Old Chateau 2F 2R,Golbat,42,1,1,0,11,14,,0,Common
Old Chateau 2F 2R,Haunter,93,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 2R,Misdreavus,200,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 2R,Patrat,504,1,1,0,11,14,,1,Common
Old Chateau 2F 2R,Rattata,19,1,1,0,11,14,,1,Common
Old Chateau 2F 2R,Zubat,41,1,1,0,11,14,,0,Common
Old Chateau 2F 3R,Gastly,92,1,1,0,11,14,,0,Common
Old Chateau 2F 3R,Gengar,94,1,1,0,11,14,,0,Rare
Old Chateau 2F 3R,Golbat,42,1,1,0,11,14,,0,Common
Old Chateau 2F 3R,Haunter,93,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 3R,Misdreavus,200,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 3R,Patrat,504,1,1,0,11,14,,1,Common
Old Chateau 2F 3R,Rattata,19,1,1,0,11,14,,1,Common
Old Chateau 2F 3R,Zubat,41,1,1,0,11,14,,0,Common
Old Chateau 2F 4R,Gastly,92,1,1,0,11,14,,0,Common
Old Chateau 2F 4R,Gengar,94,1,1,0,11,14,,0,Rare
Old Chateau 2F 4R,Golbat,42,1,1,0,11,14,,0,Common
Old Chateau 2F 4R,Haunter,93,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 4R,Misdreavus,200,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 4R,Patrat,504,1,1,0,11,14,,1,Common
Old Chateau 2F 4R,Rattata,19,1,1,0,11,14,,1,Common
Old Chateau 2F 4R,Zubat,41,1,1,0,11,14,,0,Common
Old Chateau 2F 5R,Gastly,92,1,1,0,11,14,,0,Common
Old Chateau 2F 5R,Gengar,94,1,1,0,11,14,,0,Rare
Old Chateau 2F 5R,Golbat,42,1,1,0,11,14,,0,Common
Old Chateau 2F 5R,Haunter,93,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 5R,Misdreavus,200,1,1,0,11,14,,0,Uncommon
Old Chateau 2F 5R,Patrat,504,1,1,0,11,14,,1,Common
Old Chateau 2F 5R,Rattata,19,1,1,0,11,14,,1,Common
Old Chateau 2F 5R,Zubat,41,1,1,0,11,14,,0,Common
Old Chateau Dining Room,Abra,63,1,1,1,11,15,,0,Uncommon
Old Chateau Dining Room,Drowzee,96,1,1,1,11,15,,0,Common
Old Chateau Dining Room,Gastly,92,1,1,1,11,15,,0,Common
Old Chateau Dining Room,Haunter,93,1,1,1,11,15,,0,Uncommon
Old Chateau Dining Room,Kadabra,64,1,1,1,16,20,,0,Rare
Old Chateau Dining Room,Misdreavus,200,1,1,1,11,15,,0,Uncommon
Old Chateau Dining Room,Murkrow,198,1,1,1,11,15,,0,Rare
Old Chateau Dining Room,Raticate,20,1,1,1,11,15,,0,Common
Old Chateau Dining Room,Rattata,19,1,1,1,11,15,,0,Common
Old Chateau Dining Room,Spiritomb,442,1,1,1,16,20,,0,Rare
Oreburgh Gate 1F,Ducklett,580,1,1,1,5,9,,0,Uncommon
Oreburgh Gate 1F,Hariyama,297,1,1,1,5,9,,0,Uncommon
Oreburgh Gate 1F,Hoothoot,163,1,1,1,5,9,,0,Common
Oreburgh Gate 1F,Makuhita,296,1,1,1,5,9,,0,Uncommon
Oreburgh Gate 1F,Noctowl,164,1,1,1,5,9,,0,Common
Oreburgh Gate B1F,Geodude,74,1,1,1,5,9,,0,Common
Oreburgh Gate B1F,Psyduck,54,1,1,1,5,9,,0,Common
Oreburgh Gate B1F,Zubat,41,1,1,1,5,9,,0,Common
Oreburgh Mine B1F,Aron,304,1,1,1,6,10,,1,Rare
Oreburgh Mine B1F,Geodude,74,1,1,1,6,10,,0,Common
Oreburgh Mine B1F,Onix,95,1,1,1,6,10,,0,Uncommon
Oreburgh Mine B1F,Zubat,41,1,1,1,6,10,,0,Common
Oreburgh Mine B2F 1R,Geodude,74,1,1,1,6,10,,0,Common
Oreburgh Mine B2F 1R,Onix,95,1,1,1,6,10,,0,Uncommon
Oreburgh Mine B2F 1R,Zubat,41,1,1,1,6,10,,0,Common
Pal Park,Cherubi,420,1,1,1,20,25,,0,Common
Pal Park,Croagunk,453,1,1,1,26,33,,1,Rare
Pal Park,Cubone,104,1,1,1,20,25,,0,Uncommon
Pal Park,Drifloon,425,0,0,1,20,25,Air Balloon,0,Rare
Pal Park,Riolu,447,1,0,0,20,25,,0,Rare
Pal Park,Skitty,300,1,1,1,20,25,,0,Uncommon
Pal Park,Slakoth,287,1,1,1,20,21,,0,Uncommon
Pal Park,Starly,396,1,1,1,20,25,,0,Common
Palpatoo Beak,Abra,63,1,1,1,35,39,,0,Uncommon
Palpatoo Beak,Mareep,179,1,1,1,35,39,,0,Common
Palpatoo Beak,Oddish,43,1,1,1,35,39,,0,Common
Palpatoo Beak,Palpitoad,536,1,1,1,35,39,,0,Rare
Palpatoo Beak,Paras,46,1,1,1,35,39,,0,Common
Palpatoo Beak,Psyduck,54,1,1,1,35,39,,0,Common
Palpatoo Beak,Venipede,543,1,1,1,35,39,,0,Rare
Pattern Bush,Caterpie,10,0,1,0,10,15,,0,Common
Pattern Bush,Heracross,214,1,1,1,21,25,,0,Rare
Pattern Bush,Kakuna,14,1,1,0,10,15,,0,Common
Pattern Bush,Ledyba,165,1,0,0,10,15,,0,Common
Pattern Bush,Metapod,11,1,1,0,10,15,,0,Common
Pattern Bush,Pumpkaboo,710,0,0,1,20,20,,1,Rare
Pattern Bush,Spinarak,167,1,0,1,10,15,,0,Common
Pattern Bush,Weedle,13,0,0,1,10,15,,0,Common
Petalburg Woods,Cascoon,268,1,1,1,5,7,,0,Common
Petalburg Woods,Cottonee,546,1,1,1,10,13,,0,Rare
Petalburg Woods,Pidgey,16,1,1,1,5,7,,0,Common
Petalburg Woods,Shroomish,285,1,1,1,5,7,Big Mushroom,0,Uncommon
Petalburg Woods,Silcoon,266,1,1,1,5,7,,0,Common
Petalburg Woods,Slakoth,287,1,1,1,5,7,,0,Uncommon
Petalburg Woods,Taillow,276,1,1,1,5,7,Sitrus Berry,0,Common
Petalburg Woods,Treecko,252,1,1,1,5,7,,1,Rare
Petalburg Woods,Wurmple,265,1,1,1,5,7,,0,Common
Pinkan Island Forest,Chikorita,152,0,0,1,60,65,,0,Rare
Pinkan Island Forest,Diglett,50,0,1,0,36,41,,0,Common
Pinkan Island Forest,Doduo,84,1,1,0,60,65,,0,Common
Pinkan Island Forest,Hawlucha,701,0,1,0,60,65,,0,Rare
Pinkan Island Forest,Mankey,56,0,1,0,44,49,,0,Common
Pinkan Island Forest,Munchlax,446,0,0,1,60,65,,0,Rare
Pinkan Island Forest,Pancham,674,0,1,0,60,65,,0,Rare
Pinkan Island Forest,Paras,46,1,0,1,60,65,,0,Common
Pinkan Island Forest,Phanpy,231,1,1,1,21,26,,0,Uncommon
Pinkan Island Forest,Pidgey,16,1,1,1,60,65,,0,Common
Pinkan Island Forest,Rattata,19,1,0,1,25,30,,0,Common
Pinkan Island Forest,Rhyhorn,111,1,1,1,60,65,,0,Uncommon
Pinkan Island Forest,Scyther,123,1,0,0,60,65,,0,Rare
Pinkan Island Forest,Weedle,13,1,1,0,60,65,,0,Common
Pinkan Island Forest,Zangoose,335,1,0,0,60,65,,0,Rare
Pinkan Island Meadow,Bellsprout,69,1,0,0,60,65,,0,Common
Pinkan Island Meadow,Caterpie,10,1,0,0,60,65,,0,Common
Pinkan Island Meadow,Cottonee,546,0,0,1,60,65,,0,Rare
Pinkan Island Meadow,Elekid,239,0,1,0,60,65,,0,Rare
Pinkan Island Meadow,Exeggcute,102,0,0,1,60,65,,0,Uncommon
Pinkan Island Meadow,Minun,312,1,1,1,60,65,,0,Uncommon
Pinkan Island Meadow,Natu,177,1,1,1,60,65,,0,Common
Pinkan Island Meadow,Nidoran F,29,0,1,0,60,65,,0,Common
Pinkan Island Meadow,Nidoran M,32,0,1,0,38,43,,0,Common
Pinkan Island Meadow,Oddish,43,0,0,1,60,65,,0,Common
Pinkan Island Meadow,Pichu,172,0,1,0,60,65,,0,Rare
Pinkan Island Meadow,Plusle,311,1,1,1,60,65,,0,Uncommon
Pinkan Island Meadow,Ralts,280,0,0,1,60,65,,0,Rare
Pinkan Island Meadow,Smeargle,235,1,0,0,60,65,,0,Rare
Pinkan Island Meadow,Tangela,114,1,1,0,60,65,,0,Uncommon
Pinkan Island Meadow,Tropius,357,1,0,0,60,65,,0,Rare
Pinkan Island Meadow,Venonat,48,0,0,1,60,65,,0,Common
Pinkan Island Meadow,Vulpix,37,1,1,1,60,65,,0,Uncommon
Pitch Black Cave,Dugtrio,51,1,1,1,30,32,Soft Sand,0,Common
Pitch Black Cave,Golbat,42,1,1,1,30,32,,0,Common
Pitch Black Cave,Gulpin,316,1,1,1,30,32,Iapapa Berry,0,Uncommon
Pitch Black Cave,Inkay,686,1,1,1,30,32,TwistedSpoon,0,Rare
Pitch Black Cave,Scraggy,559,1,1,1,30,30,,0,Rare
Pitch Black Cave,Stunky,434,1,1,1,30,32,Smoke Ball,0,Uncommon
Pitch Black Cave,Zubat,41,1,1,1,30,32,,0,Common
Pokemon Tower 2F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Pokemon Tower 2F,Gastly,92,1,1,1,30,32,,0,Common
Pokemon Tower 2F,Haunter,93,1,1,1,30,32,Spell Tag,0,Common
Pokemon Tower 2F,Patrat,504,1,1,1,30,32,,0,Common
Pokemon Tower 2F,Rattata,19,0,1,0,30,30,,0,Common
Pokemon Tower 2F,Spinarak,167,1,0,1,30,32,,0,Common
Pokemon Tower 3F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Pokemon Tower 3F,Gastly,92,1,1,1,30,32,,0,Common
Pokemon Tower 3F,Haunter,93,1,1,1,30,32,Spell Tag,0,Common
Pokemon Tower 3F,Patrat,504,1,1,1,30,32,,0,Common
Pokemon Tower 3F,Rattata,19,0,1,0,30,30,,0,Common
Pokemon Tower 3F,Spinarak,167,1,0,1,30,32,,0,Common
Pokemon Tower 4F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Pokemon Tower 4F,Gastly,92,1,1,1,30,32,,0,Common
Pokemon Tower 4F,Haunter,93,1,1,1,30,32,Spell Tag,0,Common
Pokemon Tower 4F,Misdreavus,200,1,1,1,30,32,Spell Tag,0,Uncommon
Pokemon Tower 4F,Patrat,504,1,1,1,30,32,,0,Common
Pokemon Tower 4F,Rattata,19,0,1,0,30,30,,0,Common
Pokemon Tower 4F,Spinarak,167,1,0,1,30,32,Tamato Berry,0,Common
Pokemon Tower 5F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Pokemon Tower 5F,Duskull,355,1,1,1,30,32,Kasib Berry,1,Uncommon
Pokemon Tower 5F,Gastly,92,1,1,1,30,32,,0,Common
Pokemon Tower 5F,Haunter,93,1,1,1,30,32,Spell Tag,0,Common
Pokemon Tower 5F,Rattata,19,0,1,0,30,30,,0,Common
Pokemon Tower 5F,Spinarak,167,1,0,1,30,32,Tamato Berry,0,Common
Pokemon Tower 6F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Pokemon Tower 6F,Gastly,92,1,1,1,30,32,,0,Common
Pokemon Tower 6F,Haunter,93,1,1,1,30,32,Spell Tag,0,Common
Pokemon Tower 6F,Patrat,504,1,1,1,30,32,,0,Common
Pokemon Tower 6F,Rattata,19,0,1,0,30,30,,0,Common
Pokemon Tower 6F,Shuppet,353,1,1,1,25,25,Spell Tag,1,Uncommon
Pokemon Tower 6F,Spinarak,167,1,0,1,30,32,Tamato Berry,0,Common
Pokemon Tower 7F,Cubone,104,1,1,1,30,30,Thick Club,0,Uncommon
Pokemon Tower 7F,Gastly,92,1,1,1,30,32,,0,Common
Pokemon Tower 7F,Haunter,93,1,1,1,30,32,Spell Tag,0,Common
Pokemon Tower 7F,Marowak,105,1,1,1,30,32,Thick Club,0,Uncommon
Pokemon Tower 7F,Patrat,504,1,1,1,30,32,,0,Common
Pokemon Tower 7F,Rattata,19,0,1,0,30,30,,0,Common
Pokemon Tower 7F,Spinarak,167,1,0,1,30,32,Tamato Berry,0,Common
Pokemon Tower B1,Gastly,92,1,1,1,23,23,,0,Uncommon
Pokemon Tower B1,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B1,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B10,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B10,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B10,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B11,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B11,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B11,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B12,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B12,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B12,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B13,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B13,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B13,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B14,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B14,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B14,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B15,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B15,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B15,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B16,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B16,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B16,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B17,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B17,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B17,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B18,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B18,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B18,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B19,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B19,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B19,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B19,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B2,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B2,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B2,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B20,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B20,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B20,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B21,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B21,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B21,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B22,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B22,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B22,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B23,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B23,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B23,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B24,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B24,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B24,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B25,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B25,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B25,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B26,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B26,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B26,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B26,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B27,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B27,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B27,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B28,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B28,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B28,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B29,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B29,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B29,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B3,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B3,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B3,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B4,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B4,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B4,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B5,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B5,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B5,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B6,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B6,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B6,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B7,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B7,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B7,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B8,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B8,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B8,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower B9,Gastly,92,1,1,1,10,14,,0,Uncommon
Pokemon Tower B9,Rattata,19,1,1,1,10,14,,0,Common
Pokemon Tower B9,Zubat,41,1,1,1,10,14,,0,Common
Pokemon Tower Underground,Duskull,355,0,0,1,12,16,Reaper Cloth,1,Uncommon
Pokemon Tower Underground,Gastly,92,1,1,1,12,16,,1,Uncommon
Pokemon Tower Underground,Litwick,607,1,1,1,17,21,,1,Rare
Pokemon Tower Underground,Misdreavus,200,1,1,1,12,16,Spell Tag,1,Uncommon
Pokemon Tower Underground,Rattata,19,1,1,1,12,16,,1,Common
Pokemon Tower Underground,Shuppet,353,1,1,1,12,16,Spell Tag,1,Uncommon
Pokemon Tower Underground,Spiritomb,442,1,1,1,12,16,,1,Rare
Pokemon Tower Underground,Zubat,41,1,1,1,12,16,,1,Common
Pola Tai Lagoon,Ekans,23,1,1,1,35,39,,0,Common
Pola Tai Lagoon,Gloom,44,1,1,1,35,39,,0,Common
Pola Tai Lagoon,Meditite,307,1,1,1,35,39,,0,Rare
Pola Tai Lagoon,Nidorina,30,1,1,1,35,39,,0,Common
Pola Tai Lagoon,Nidorino,33,1,1,1,35,39,,0,Common
Pola Tai Lagoon,Oddish,43,1,1,1,35,39,,0,Common
Pola Tai Lagoon,Patrat,504,1,1,1,35,39,,0,Uncommon
Pola Tai Lagoon,Swablu,333,1,1,1,35,39,,0,Rare
Polar City,Dedenne,702,1,1,1,10,15,,0,Rare
Polar City,Elekid,239,1,1,1,10,15,Electirizer,0,Rare
